,SECID,SECNAME,FACEVALUE,COUPONPERCENT
1767,RU000A106GH3,РЕСО-Лизинг ООО БО-П-09,1000.0,11.07
1768,RU000A106GX0,СФО БКС Структурные Ноты 05,1000.0,0.01
1769,RU000A106GY8,ДиректЛизинг БО 002Р-01,875.0,14.0
1770,RU000A106HB4,ВУШ БО 001P-02,1000.0,11.8
1771,RU000A106HE8,ДОМ.РФ Ипотечный агент БО 1P36,867.83,
1772,RU000A106HF5,ЭЛЕКТРОРЕШЕНИЯ 001Р-01,1000.0,12.3
1773,RU000A106J20,Автодор ГК БО-005Р-02,1000.0,10.84
1774,RU000A106J38,ТрансФин-М ПАО 001P-09,1000.0,18.5
1775,RU000A106J61,Практика ЛК 001Р-01,1000.0,11.0
1776,RU000A106JV8,ЭР-Телеком Холдинг ПБО-02-03,1000.0,12.0
1777,RU000A106JX4,ЕАБР 003P-008,1000.0,
1778,RU000A106JZ9,Башкирская содовая 001Р-03,1000.0,10.6
1779,RU000A106K19,ЭР-Телеком Холдинг ПБО-02-04,1000.0,12.0
1780,RU000A106K27,Группа компаний Медси 001P-03,1000.0,10.4
1781,RU000A106K35,АВТОБАН-Финанс АО БО-П04,1000.0,10.0
1782,RU000A106K43,РЖД БО 001Р-26R,1000.0,16.66
1783,RU000A106KV6,АЛЬФА-БАНК Б2Р24,1000.0,10.2
1784,RU000A106KW4,Элемент Лизинг БО 001P-05,833.8,10.0
1785,RU000A106KY0,Техпорт.ру БО-01,1000.0,18.0
1786,RU000A106L18,СберИОС 001Р-577R 5Г AC MOEXOG,1000.0,0.01
1787,RU000A106L67,ОйлРесурсГрупп БО-02,1000.0,16.5
1788,RU000A106LL5,ВЭБ.РФ ПБО-002Р-37,1000.0,
1789,RU000A106LZ5,СберИОС 001Р-578R 3Г AC SBER,1000.0,0.01
1790,RU000A106M09,СберИОС 001Р-579R 5Г AC MOEX,1000.0,0.01
1791,RU000A106M25,Банк ВТБ (ПАО) Б-1-320,1000.0,9.05
1792,RU000A106M41,Банк ВТБ (ПАО) Б-1-329,1000.0,9.5
1793,RU000A106MQ2,Банк ВТБ (ПАО) Б-1-330,1000.0,0.01
1794,RU000A106MS8,Газпром капитал ООО 002Б-01,5000000.0,12.91
1795,RU000A106MV2,МГКЛ 001Р-04,1000.0,16.0
1796,RU000A106MW0,"ПАО ""ТГК-14"" 001Р-02",1000.0,12.85
1797,RU000A106P06,Восточная Стивидор.Ком 1P-04R,1000.0,12.0
1798,RU000A106P63,ФЭС-Агро 001Р-01,1000.0,14.0
1799,RU000A106P97,СОПФ Инфраструктурные обл 6,1000.0,
1800,RU000A106PW3,Новые технологии БO-02,1000.0,12.65
1801,RU000A106PY9,Неолизинг БО-1,1000.0,17.0
1802,RU000A106QL4,СберИОС 001Р-580R 5Г AC IMOEX,1000.0,0.01
1803,RU000A106QS9,Завод КЭС 001Р-04,1000.0,14.5
1804,RU000A106R12,ЭкономЛизинг 001Р-05,1000.0,15.5
1805,RU000A106R53,Автодор ГК БО-005Р-03,1000.0,12.17
1806,RU000A106R79,ЭНЕРГОНИКА 001Р-04,1000.0,16.0
1807,RU000A106R95,Селектел 001P-03R,1000.0,13.3
1808,RU000A106RB3,ООО ПКО АСВ БО-01-001P,1000.0,17.0
1809,RU000A106RJ6,ООО Озон 001Р-02,1000.0,13.0
1810,RU000A106RR9,Газпром капитал БО-002Р-01,1000.0,
1811,RU000A106RS7,Газпром капитал БО-002Р-02,1000.0,
1812,RU000A106RT5,Газпром капитал БО-002Р-03,1000.0,
1813,RU000A106RY5,СберИОС 001Р-581R 3Г AC ROSN,1000.0,0.01
1814,RU000A106RZ2,СФО БКС Структурные Ноты 07,1000.0,0.01
1815,RU000A106S03,СФО БКС Структурные Ноты 06,1000.0,0.01
1816,RU000A106S11,СФО БКС Структурные Ноты 08,1000.0,0.01
1817,RU000A106S29,Газпром капитал БО-002Р-04,1000.0,
1818,RU000A106S37,Газпром капитал БО-002Р-05,1000.0,
1819,RU000A106S52,Газпром капитал БО-002Р-06,1000.0,
1820,RU000A106SD7,СберИОС 001Р-582R 5Г AC IMOEX,1000.0,0.01
1821,RU000A106SF2,Интерлизинг 001Р-06,1000.0,13.5
1822,RU000A106SK2,ФПК Гарант-Инвест БО 002Р-07,1000.0,14.5
1823,RU000A106SL0,ИСТРИНСКАЯ СЫРОВАРНЯ БО-02,1000.0,14.5
1824,RU000A106SM8,Газпром капитал БО-002Р-07,1000.0,
1825,RU000A106SP1,ХК Новотранс 001P-04,1000.0,12.25
1826,RU000A106SQ9,Газпром капитал БО-002Р-08,1000.0,
1827,RU000A106T85,КОНТРОЛ лизинг 001Р-01,1000.0,16.25
1828,RU000A106T93,Ростелеком ПАО 002P-11,1000.0,11.2
1829,RU000A106TJ2,ФИНАНСОВЫЕ СИСТЕМЫ БО-01,1000.0,16.0
1830,RU000A106TM6,Банк ВТБ (ПАО) Б-1-343,1000.0,16.0
1831,RU000A106TN4,Вымпел-Коммуникации 002Р-01,1000.0,9.32
1832,RU000A106TQ7,Вымпел-Коммуникации 002Р-03,1000.0,7.3
1833,RU000A106TR5,Вымпел-Коммуникации 003Р-03,1000.0,9.85
1834,RU000A106TS3,Вымпел-Коммуникации 003Р-02,1000.0,10.55
1835,RU000A106TT1,СберИОС 001Р-584R IMOEX КС,1000.0,0.01
1836,RU000A106TU9,СберИОС 001Р-585R IMOEX КС,1000.0,0.01
1837,RU000A106TV7,Вымпел-Коммуникации 003Р-04,1000.0,8.02
1838,RU000A106U33,Банк ВТБ (ПАО) Б-1-338,1000.0,0.01
1839,RU000A106U41,Банк ВТБ (ПАО) Б-1-339,1000.0,0.01
1840,RU000A106U74,НИКА 001Р-02,1000.0,17.0
1841,RU000A106U90,Проект 111 001Р-01,1000.0,14.5
1842,RU000A106UA9,СМАК БО-П02,1000.0,16.0
1843,RU000A106UB7,ОйлРесурсГрупп БО-03,1000.0,16.5
1844,RU000A106UL6,Электроаппарат БО-02,1000.0,16.0
1845,RU000A106UM4,ДАРС-Девелопмент 001Р-01,1000.0,15.0
1846,RU000A106UW3,Каршеринг Руссия 001P-03,1000.0,13.7
1847,RU000A106V57,МКПАО ОК РУСАЛ БО-001P-04,1000.0,5.95
1848,RU000A106V99,СберИОС 001Р-583R 5Г AC SBER,1000.0,0.01
1849,RU000A106VN0,ТРЕЙДБЕРРИ БО-01,1000.0,18.0
1850,RU000A106VQ3,АЛЬФА-БАНК Б1Р05,1000.0,0.01
1851,RU000A106VS9,АЛЬФА-БАНК Б1Р06,1000.0,0.01
1852,RU000A106VT7,АЛЬФА-БАНК Б1Р07,1000.0,
1853,RU000A106VV3,РЖД БО 001Р-27R,1000.0,16.53
1854,RU000A106WW9,ВЭБ.РФ ПБО-002Р-38,1000.0,
1855,RU000A106WZ2,АПРИ ФП БО-002Р-03,1000.0,21.0
1856,RU000A106X30,Техпорт.ру БО-02,1000.0,18.0
1857,RU000A106X89,Регион-Продукт БО 001Р-03,1000.0,18.0
1858,RU000A106XD7,Селигдар GOLD02,5963.38,5.5
1859,RU000A106XJ4,БИЗНЕС АЛЬЯНС 001P-02,1000.0,16.5
1860,RU000A106XM8,Автодор ГК БО-005Р-04,1000.0,13.99
1861,RU000A106XP1,Автодор ГК БО-006Р-01,1000.0,14.11
1862,RU000A106XQ9,СберИОС 001Р-586R 3Г AC MOEX,1000.0,0.01
1863,RU000A106XR7,СберИОС 001Р-588R 5Г AC MOEXFN,1000.0,0.01
1864,RU000A106XT3,АйДи Коллект 04,1000.0,16.5
1865,RU000A106Y70,АЛЬФА ДОН ТРАНС 001Р-01,1000.0,18.0
1866,RU000A106Y96,СберИОС 001Р-589R 5Г BSKRUS,1000.0,0.01
1867,RU000A106YD5,ПЛАЗА-ТЕЛЕКОМ БО-01,1000.0,17.15
1868,RU000A106YE3,Магаданская область ГО2023,1000.0,13.75
1869,RU000A106YH6,ГПБ (АО) БО 003Р-01Р,1000.0,12.0
1870,RU000A106YL8,Агротек БО-03,1000.0,16.5
1871,RU000A106YR5,ДОМ.РФ Ипотечный агент БО 1P37,962.22,
1872,RU000A106YU9,СберИОС 001Р-587R 5Г AC SBER,1000.0,0.01
1873,RU000A106YZ8,Мэйл.Ру Финанс ЗО25,200000.0,1.625
1874,RU000A106Z38,Джи-групп 002P-03,1000.0,15.4
1875,RU000A106Z46,АФК Система БО 001Р-26,1000.0,
1876,RU000A106ZK7,ГПБ (АО) ГПБ-Т2-05Р,10000000.0,15.0
1877,RU000A106ZL5,РЖД БО 001P-28R,1000.0,16.74
1878,RU000A106ZM3,СФО Орион Финанс 01,1000.0,10.0
1879,RU000A106ZP6,СФО ВТБ РКС Эталон 03,1000.0,13.5
1880,RU000A106ZQ4,Феррум БП1,1000.0,16.75
1881,RU000A106ZU6,РусГидро (ПАО) БО-П12,1000.0,17.2
1882,RU000A106ZY8,Россельхозбанк БO-09К-002P,1000.0,12.0
1883,RU000A106ZZ5,Фабрика ФАВОРИТ БО-01,1000.0,20.0
1884,RU000A107043,Автодор ГК БО-006Р-02,1000.0,14.66
1885,RU000A107050,Газпром капитал БО-002Р-09,1000.0,
1886,RU000A107076,ЛК Роделен БО 002P-01,1000.0,15.75
1887,RU000A107084,Газпром капитал БО-002Р-10,1000.0,
1888,RU000A1070A3,Охта Групп БО-П03,1000.0,17.0
1889,RU000A1070B1,Банк ВТБ (ПАО) Б-1-308,1000.0,12.75
1890,RU000A1070F2,Банк ВТБ (ПАО) Б-1-344,1000.0,12.5
1891,RU000A1070L0,ЯТЭК 001Р-03,1000.0,15.35
1892,RU000A1070P1,Чистая Планета БО-01,1000.0,17.5
1893,RU000A1070U1,СФО БКС Структурные Ноты 09,1000.0,0.01
1894,RU000A1070V9,СФО БКС Структурные Ноты 10,1000.0,0.01
1895,RU000A1070W7,СФО БКС Структурные Ноты 11,1000.0,0.01
1896,RU000A1070X5,АБЗ-1 001P-05,1000.0,16.5
1897,RU000A1071Q7,МОТОРИКА БO-01,1000.0,15.75
1898,RU000A1071R5,ООО Т1 001Р-01,1000.0,15.5
1899,RU000A1071S3,МЕТАЛЛОИНВЕСТ 001P-05,1000.0,5.75
1900,RU000A1071U9,Элемент Лизинг БО 001P-06,916.9,15.5
1901,RU000A1071Z8,АйДи Коллект 05,1000.0,16.0
1902,RU000A107209,Сибирское Стекло БО-П04,1000.0,17.0
1903,RU000A107217,АРЕНЗА-ПРО 001P-03,1000.0,15.5
1904,RU000A107225,АФАНАСИЙ БО-01,1000.0,16.0
1905,RU000A1072W3,Банк ВТБ (ПАО) С-1-782,1000.0,0.01
1906,RU000A1073V3,Банк ВТБ (ПАО) С-1-795,1000.0,0.01
1907,RU000A107407,Банк ВТБ (ПАО) С-1-800,1000.0,0.01
1908,RU000A107456,МТС-Банк ПАО 001P-03,1000.0,
1909,RU000A107464,СберИОС 001Р-590R 5Г AC MOEXFN,1000.0,0.01
1910,RU000A107480,Лизинг-Трейд 001P-10,1000.0,20.0
1911,RU000A1074A5,ДОМ.РФ Ипотечный агент БО 1P38,949.32,7.85
1912,RU000A1074J6,СФО БКС Структурные Ноты 14,1000.0,0.01
1913,RU000A1074K4,СФО БКС Структурные Ноты 15,1000.0,0.01
1914,RU000A1074L2,СФО БКС Структурные Ноты 12,1000.0,0.01
1915,RU000A1074N8,Практика ЛК 001Р-02,1000.0,15.7
1916,RU000A1074Q1,СОЛНЕЧНЫЙ СВЕТ 001Р-01,1000.0,15.25
1917,RU000A1074S7,СберИОС 001Р-591R 5Г AC MOEXOG,1000.0,0.01
1918,RU000A1074T5,АЛЬФА-БАНК Б1Р09,1000.0,0.01
1919,RU000A107514,СберИОС 001Р-592R 1Г MOEXFN,1000.0,0.01
1920,RU000A107548,КИВИ Финанс 001P-02,1000.0,
1921,RU000A1075D6,ГазТрансСнаб 001Р-01,1000.0,20.0
1922,RU000A1075E4,Мобильные ТелеСистемы 002P-01,1000.0,
1923,RU000A1075J3,РЕСО-Лизинг ООО БО-02П-05,1000.0,
1924,RU000A1075R6,Регион-Продукт БО 001Р-04,1000.0,19.0
1925,RU000A1075S4,ИКС 5 ФИНАНС 003Р-02,1000.0,17.1
1926,RU000A107605,Газпром нефть БО 003P-07R,1000.0,
1927,RU000A107613,Банк ВТБ (ПАО) Б-1-309,1000.0,14.25
1928,RU000A107670,АЛЬФА-БАНК ЗО-01,100000.0,6.75
1929,RU000A1076P8,Автодор ГК БО-006Р-03,1000.0,14.75
1930,RU000A107704,СберИОС 001Р-593R 1Г MOEXFN,1000.0,0.01
1931,RU000A107720,МК Лизинг БO-01,1000.0,17.65
1932,RU000A107738,Тинькофф Банк TCS-perp1,1000.0,11.992
1933,RU000A107746,Тинькофф Банк TCS-perp2,1000.0,6.0
1934,RU000A107761,Пушкинское ПЗ 001Р-01,1000.0,18.0
1935,RU000A1077H3,ГТЛК ЗО24-Д,1000.0,5.125
1936,RU000A1077Q4,ВЭБ.РФ ПБО-001Р-К462,1000.0,16.0
1937,RU000A1077U6,Минфин Ульяновской обл. 34006,1000.0,14.5
1938,RU000A1077V4,РОСЭКСИМБАНК 002P-04,1000.0,17.0
1939,RU000A1077X0,Интерлизинг 001Р-07,1000.0,16.0
1940,RU000A1077Y8,Ростелеком ПАО 002P-12R,1000.0,13.2
1941,RU000A107845,СберИОС 001Р-594R 5Г AC SBER,1000.0,0.01
1942,RU000A1078F5,Банк ВТБ (ПАО) Б-1-345,1000.0,14.5
1943,RU000A1078H1,СОБИ-ЛИЗИНГ 001Р-03,1000.0,17.5
1944,RU000A1078K5,Ультра БО-02,1000.0,18.75
1945,RU000A1078L3,Автодор ГК БО-005Р-05,1000.0,14.05
1946,RU000A1078S8,Мобильные ТелеСистемы 002P-02,1000.0,
1947,RU000A1078V2,ГТЛК ЗО25-Д,1000.0,5.95
1948,RU000A1078X8,ДиректЛизинг БО 002Р-02,966.6,19.0
1949,RU000A1078Y6,ЭкономЛизинг 001Р-06,1000.0,20.0
1950,RU000A107910,Ростелеком ПАО 002P-13R,1000.0,12.85
1951,RU000A107936,РЖД БО 001P-29R,1000.0,12.55
1952,RU000A107985,СберИОС 001Р-595R 5Г AC MOEXFN,1000.0,0.01
1953,RU000A1079B2,СберИОС 001Р-596R 18M SBER,1000.0,0.01
1954,RU000A1079S6,МЕТАЛЛОИНВЕСТ 001P-06,1000.0,
1955,RU000A107A28,ГПБ (АО) БО 005Р-01Р,1000.0,12.75
1956,RU000A107A69,АЛЬФА-БАНК ЗО-02,100000.0,7.85
1957,RU000A107AG6,Россети Центр ПАО 001Р-03,1000.0,16.9
1958,RU000A107AJ0,ИКС 5 ФИНАНС 003P-03,1000.0,12.9
1959,RU000A107AM4,АЛЬФА-БАНК Б2Р25,1000.0,13.25
1960,RU000A107AQ5,ГТЛК ЗО26-Д,1000.0,4.949
1961,RU000A107AS1,ГПБ (АО) БО 004Р-01,1000.0,0.01
1962,RU000A107AU7,ВЭБ.РФ ПБО-002Р-39,1000.0,
1963,RU000A107AW3,Аэрофьюэлз-002Р-02,1000.0,16.0
1964,RU000A107AX1,Росгеология Б1P02,1000.0,
1965,RU000A107B19,Новосибирская область 35023,1000.0,12.75
1966,RU000A107B35,Банк ВТБ (ПАО) Б-1-346,1000.0,16.0
1967,RU000A107B43,ГТЛК ЗО27-Д,1000.0,4.65
1968,RU000A107B84,Совкомбанк СЗО-01,1000.0,7.6
1969,RU000A107BD1,ФАРМФОРВАРД БО-01,1000.0,18.5
1970,RU000A107BE9,Банк ВТБ (ПАО) Б-1-349,1000.0,14.25
1971,RU000A107BH2,ИЛС БО-01-001P,1000.0,19.0
1972,RU000A107BL4,ГМК Норильский никель ЗО25-Д,1000.0,2.55
1973,RU000A107BP5,ГК Сегежа 003P-03R,1000.0,
1974,RU000A107BR1,Борец Капитал 001Р-02,1000.0,
1975,RU000A107BZ4,ЭР-Телеком Холдинг ПБО-02-05,1000.0,15.8
1976,RU000A107C00,ИСТРИНСКАЯ СЫРОВАРНЯ БО-03,1000.0,18.0
1977,RU000A107C26,Газпром капитал 003Б-01,5000000.0,14.75
1978,RU000A107C34,АйДи Коллект 06,1000.0,18.0
1979,RU000A107C59,Совкомбанк СЗО-02,1000.0,7.75
1980,RU000A107C67,ГМК Норильский никель ЗО26-Д,1000.0,2.8
1981,RU000A107C91,МСБ-Лизинг 003P-02,1000.0,18.0
1982,RU000A107CD9,Балтийский лизинг ООО БО-П09,975.0,15.9
1983,RU000A107CG2,Россети ПАО БО 001P-11R,1000.0,
1984,RU000A107CM0,Совкомбанк СЗО-03,1000.0,2.0
1985,RU000A107CX7,ГТЛК ЗО28-Д,1000.0,4.8
1986,RU000A107D09,Россельхозбанк БO-10К-002P,1000.0,15.0
1987,RU000A107D17,Россети ПАО БО 001P-12R,1000.0,12.8
1988,RU000A107D33,ВИС ФИНАНС БО-П05,1000.0,16.2
1989,RU000A107D58,ГТЛК ЗО29-Д,1000.0,4.349
1990,RU000A107D74,ЭнергоТехСервис 001Р-05,1000.0,16.25
1991,RU000A107DB1,СберИОС 001Р-598R 5Г AC TATN,1000.0,0.01
1992,RU000A107DC9,СберИОС 001Р-599R 5Г AC MOEXFN,1000.0,0.01
1993,RU000A107DD7,ТЕХНОЛОГИЯ БО-01,1000.0,18.5
1994,RU000A107DM8,Росагролизинг 001P-04,1000.0,14.5
1995,RU000A107DP1,ПАО Россети Моск.рег. БО1Р05,1000.0,17.15
1996,RU000A107DS5,Межд.Банк Эк.Сотруд. 002P-02,1000.0,
1997,RU000A107E08,ИЭК ХОЛДИНГ 001P-02,1000.0,16.25
1998,RU000A107E81,Биннофарм Групп 001Р-03,1000.0,
1999,RU000A107E99,Совкомбанк СЗО-04,1000.0,8.0
2000,RU000A107EA1,ЕАБР 003P-009,1000.0,
2001,RU000A107EC7,Россети Ленэнерго ПАО 001P-01,1000.0,17.15
2002,RU000A107EE3,СОБИ-ЛИЗИНГ 001Р-04,1000.0,19.0
2003,RU000A107EP9,СмартФакт БО-02-001P,1000.0,19.0
2004,RU000A107EQ7,ДОМ.РФ Ипотечный агент БО 1P42,1000.0,
2005,RU000A107ET1,Газпром капитал БО-002Р-11,1000.0,
2006,RU000A107F07,Унител БО-П01,1000.0,19.0
2007,RU000A107F49,ГПБ (АО) БО 005Р-02Р,1000.0,16.0
2008,RU000A107FN1,ТЕХНО Лизинг 001Р-06,1000.0,17.0
2009,RU000A107FW2,СФО ТЕМП 01,1000.0,14.5
2010,RU000A107FZ5,АПРИ ФП БО-002Р-04,1000.0,24.0
2011,RU000A107G22,ЗАС КОРПСАН БО-П01,1000.0,19.0
2012,RU000A107G55,ДОМ.РФ Ипотечный агент БО 1P39,982.96,17.86
2013,RU000A107GB4,ДОМ.РФ АО 002P-02,1000.0,
2014,RU000A107GC2,ДОМ.РФ АО 002P-03,1000.0,
2015,RU000A107GG3,ГПБ (АО) БО 004Р-02,1000.0,0.01
2016,RU000A107GJ7,ВсеИнструменты.ру 001Р-01,1000.0,
2017,RU000A107GL3,ДОМ.РФ Ипотечный агент БО 1P40,979.76,9.0
2018,RU000A107GM1,ДОМ.РФ Ипотечный агент БО 1P41,1000.0,7.8
2019,RU000A107GT6,СЕЛЛ-Сервис БО-01,1000.0,19.5
2020,RU000A107GV2,ЛК Эволюция 001Р-01,1000.0,16.75
2021,RU000A107GW0,Концерн РОССИУМ ООО 003P-02,1000.0,18.0
2022,RU000A107GX8,АФК Система БО 001Р-27,1000.0,
2023,RU000A107HG1,Газпром нефть БО 003P-08R,1000.0,
2024,RU000A107HH9,Газпром нефть БО 003P-09R,1000.0,
2025,RU000A107HQ0,Газпром капитал 003Б-02,5000000.0,6.59
2026,RU000A107HR8,АО Авто Финанс Банк БО-001Р-11,1000.0,18.5
2027,RU000A107J45,СберИОС 001Р-601R 5Г AC MOEXMM,1000.0,0.01
2028,RU000A107JH5,Банк ВТБ (ПАО) Б-1-350,1000.0,15.2
2029,RU000A107JK9,Банк ВТБ (ПАО) Б-1-347,1000.0,14.5
2030,RU000A107JN3,ТМК ЗО-2027,1000.0,
2031,RU000A107JV6,АЛЬФА-БАНК Б1Р11,1000.0,12.9
2032,RU000A107JY0,ЧТПЗ ЗО-2024,1000.0,
2033,RU000A107KV4,СибАвтоТранс 001Р-03,1000.0,19.0
2034,RU000A107L82,ХКФ Банк Т1-01,1000.0,8.8
2035,RU000A107LB4,ВЭБ.РФ ПБО-002Р-К472,1000.0,15.6
2036,RU000A107LU4,Пушкинское ПЗ 001Р-02,1000.0,19.0
2037,RU000A107M32,Аквилон-Лизинг БО-03-001P,1000.0,17.7
2038,RU000A107MM9,КАМАЗ ПАО БО-П11,1000.0,14.5
2039,RU000A107NJ3,Лизинг-Трейд 001P-11,1000.0,20.0
2040,RU000A107P47,Центр-резерв БО-03,1000.0,19.0
2041,RU000A107P62,Сибирский КХП 001P-02,1000.0,19.0
2042,RU000A107PA7,Полюс 001PLZL-01,5963.38,3.1
2043,RU000A107PE9,Самокат БО-01,1000.0,20.0
2044,RU000A107PM2,МЕГАТАКТ-01,1000.0,20.0
2045,RU000A107PN0,ООО СКБФ 001P-01,1000.0,16.0
2046,RU000A107PU5,РЖД БО 001P-30R,1000.0,12.4
2047,RU000A107QL2,БИЗНЕС АЛЬЯНС 001P-03,1000.0,20.0
2048,RU000A107QM0,БИЗНЕС АЛЬЯНС 001P-04,1000.0,20.0
2049,RU000A107QZ2,МКБ ЗО-2024-01,1000.0,5.15
2050,RU000A107R29,ЕнисейАгроСоюз БО 001P-01,1000.0,20.0
2051,RU000A107RH8,МКПАО ОК РУСАЛ БО-001P-06,1000.0,7.2
2052,USG76237AC37,Rolls-Royce PLC 5.75 15/10/27,1000.0,5.75
2053,XS0088543193,ГОВОЗ РФ МК-0-СМ-119 (XS),1000.0,12.75
2054,XS0114288789,ГОВОЗ РФ SK-0-CM-128 (XS),0.095,7.5
2055,XS0559915961,VEB FINANCE LIMITED 6.8 22/11/,1000.0,6.8
2056,XS0767473852,ГОВОЗ РФ 12840061V (XS),200000.0,5.625
2057,XS0810596832,VTB Eurasia DAC 9.5,1000.0,
2058,XS0971721963,ГОВОЗ РФ 12840069V (XS),200000.0,5.875
2059,XS1143363940,CBOM Finance P.L.C. 26/05/25,100000.0,16.5
2060,XS1577953174,Steel Funding D.A.C. 21.09.24,1000.0,4.0
2061,XS1589106910,CBOM Finance P.L.C. 7.5,1000.0,7.5
2062,XS1601094755,CBOM Finance PLC 8.875 UNDT,1000.0,8.974
2063,XS1634369224,Republic of Belarus 29/6/27,1000.0,7.625
2064,XS1675776014,BCS SP Plc Series 2017-9,100000.0,1.0
2065,XS1713519012,BCS SP Plc Series 2017-16,100000.0,
2066,XS1760786340,Alfa Bond Issuance perpetual 2,1000.0,8.128
2067,XS1760804184,Republic of Belarus 28/02/30,1000.0,6.2
2068,XS1843437036,RZD Capital PLC 2.2 23/05/27,1000.0,2.2
2069,XS1843441731,ALROSA FIN SA 4.65 09/04/24,1000.0,4.65
2070,XS1951067039,CBOM Finance P.L.C. 5.15,1000.0,5.15
2071,XS1961080501,EuroChem Fin DAC 5.5 13/03/24,1000.0,5.5
2072,XS1964558339,CBOM Finance P.L.C. 7.121,1000.0,7.121
2073,XS2010030919,ALROSA Finance S.A. 25/06/27,1000.0,3.1
2074,XS2010040397,Uralkali Finance 22/10/24,1000.0,4.0
2075,XS2010044621,Sibur Securities DAC 23/09/24,1000.0,3.45
2076,XS2028880115,BCS SP Plc Series 51,100000.0,11.0
2077,XS2046736919,STEEL CAPITAL S.A. 16/09/24,1000.0,3.15
2078,XS2058684619,BCS SP Plc Series 59,100000.0,11.0
2079,XS2063279959,Alfa Bond Issuance 15/04/30,1000.0,5.95
2080,XS2069992258,MMC Finance DAC 28/10/24,1000.0,3.375
2081,XS2072914125,BCS SP Plc Series 63,100000.0,14.0
2082,XS2091667043,BCS SP Plc Series 73,100000.0,9.75
2083,XS2091672803,BCS SP Plc Series 75,100000.0,11.0
2084,XS2099763075,CBOM Finance P.L.C. 4.7,1000.0,4.7
2085,XS2120882183,Republic of Belarus 24/02/31,1000.0,6.378
2086,XS2143253495,BCS SP Plc Series 89,100000.0,11.0
2087,XS2181436796,BCS SP Plc Series 92,100000.0,11.0
2088,XS2185963803,BCS SP Plc Series 95,100000.0,
2089,XS2189376911,BCS SP Plc Series 2020-16,100000.0,12.0
2090,XS2194483769,BCS SP Plc Series 99,100000.0,10.0
2091,XS2199713384,Sibur Securities DAC 08/07/25,1000.0,2.95
2092,XS2212035690,BCS SP Plc Series 108,100000.0,9.5
2093,XS2215497830,BCS SP Plc Series 2020-24,100000.0,9.6
2094,XS2225424303,BCS SP Plc Series 113,100000.0,9.5
2095,XS2244322322,BCS SP Plc Series 121,100000.0,9.0
2096,XS2267886971,BCS SP Plc Series 128,100000.0,8.0
2097,XS2269286345,BCS SP Plc Series 2020-36,100000.0,9.0
2098,XS2278534099,DME Airport DAC 08/02/28,1000.0,5.35
2099,XS2281299763,CBOM Finance P.L.C. 3.1,1000.0,3.1
2100,XS2296660454,BCS SP Plc Series 141,100000.0,
2101,XS2321680998,BCS SP Plc Series 154,100000.0,8.5
2102,XS2336018374,BCS SP Plc Series 170,100000.0,
2103,XS2346922755,Steel Funding DAC 02/06/26,1000.0,1.45
2104,XS2360268762,BCS SP Plc Series 189,100000.0,
2105,XS2361751204,BCS SP Plc Series 194,100000.0,
2106,XS2384174228,SUEK Securities DAC 15/09/26,1000.0,3.375
2107,XS2384475930,CBOM Finance P.L.C. 3.875 21/0,1000.0,3.875
2108,XS2388458403,BCS SP Plc Series 215,100000.0,
2109,XS2392969395,CBOM Finance P.L.C. 7.625 UNDT,1000.0,7.625
2110,XS2396900685,Polyus Finance Plc 14/10/28,1000.0,3.25
2111,XS2415466676,BCS SP Plc Series 229,100000.0,0.01
2112,XS2417535650,BCS SP Plc Series 234,100000.0,
2113,XS2420560869,BCS SP Plc Series 239,100000.0,
